step,sps,avg_train_reward,best_eval_metric,wall_time,alpha
1270000,270,-4.3421,2.9697,4701.9,0.100000
1275000,269,-4.6387,2.9697,4722.8,0.100000
1280000,270,-3.8864,2.9697,4740.2,0.100000
1285000,269,-6.5314,2.9697,4765.0,0.100000
1290000,269,-4.0871,2.9697,4779.0,0.100000
1295000,270,-4.1327,2.9697,4796.0,0.100000
1300000,270,-2.0470,2.9697,4814.5,0.100000
1305000,269,-1.8204,2.9697,4842.2,0.100000
1310000,269,-1.7824,2.9697,4864.1,0.100000
1315000,269,-0.7327,2.9697,4883.0,0.100000
1320000,269,-0.9354,2.9697,4903.1,0.100000
1325000,268,1.0625,2.9697,4935.1,0.100000
1330000,268,-0.8315,2.9697,4948.8,0.100000
1335000,268,-1.2114,2.9697,4963.3,0.100000
1340000,269,-3.0796,2.9697,4979.6,0.100000
1345000,268,-1.0021,2.9697,5004.7,0.100000
1350000,269,-0.0269,2.9697,5018.2,0.100000
1355000,269,-0.8351,2.9697,5034.5,0.100000
1360000,269,-1.8161,2.9697,5050.9,0.100000
1365000,268,-0.2225,3.6485,5079.6,0.100000
1370000,268,-1.5217,3.6485,5095.6,0.100000
1375000,269,0.1420,3.6485,5111.4,0.100000
1380000,269,-1.8131,3.6485,5126.6,0.100000
1385000,268,0.2866,3.6485,5150.5,0.100000
1390000,269,-1.5812,3.6485,5165.6,0.100000
1395000,269,0.4476,3.6485,5181.1,0.100000
1400000,269,-0.2938,3.6485,5197.7,0.100000
1405000,268,2.3620,3.6485,5227.5,0.100000
1410000,268,2.3381,3.6485,5247.5,0.100000
1415000,268,0.9076,3.6485,5264.7,0.100000
1420000,269,0.6318,3.6485,5278.5,0.100000
1425000,268,2.0712,3.6485,5303.2,0.100000
1430000,268,3.1790,3.6485,5319.5,0.100000
1435000,269,1.4460,3.6485,5333.8,0.100000
1440000,269,0.1652,3.6485,5351.3,0.100000
1445000,268,0.8812,3.6485,5376.1,0.100000
1450000,268,0.2830,3.6485,5393.6,0.100000
1455000,268,-1.1248,3.6485,5411.8,0.100000
1460000,268,-3.5668,3.6485,5428.2,0.100000
1465000,268,-3.4700,3.6485,5459.1,0.100000
1470000,268,-2.6656,3.6485,5474.3,0.100000
1475000,268,-0.5665,3.6485,5488.2,0.100000
1480000,268,-0.9825,3.6485,5505.2,0.100000
1485000,268,1.0255,3.6485,5533.4,0.100000
1490000,268,-0.9422,3.6485,5549.9,0.100000
1495000,268,0.8558,3.6485,5568.2,0.100000
1500000,268,-1.2399,3.6485,5583.8,0.100000
1505000,268,0.3808,3.6485,5607.9,0.100000
1510000,268,0.1776,3.6485,5623.4,0.100000
1515000,268,1.3623,3.6485,5640.2,0.100000
1520000,268,0.5089,3.6485,5656.0,0.100000
1525000,268,0.4733,3.6485,5677.4,0.100000
1530000,268,1.5208,3.6485,5699.1,0.100000
1535000,268,0.0178,3.6485,5715.4,0.100000
1540000,268,-0.6784,3.6485,5731.1,0.100000
1545000,268,-0.1815,3.6485,5756.7,0.100000
1550000,268,1.6710,3.6485,5773.9,0.100000
1555000,268,1.4938,3.6485,5787.5,0.100000
1560000,268,0.9677,3.6485,5804.0,0.100000
1565000,268,1.2911,3.6485,5829.6,0.100000
1570000,268,0.5365,3.6485,5845.7,0.100000
1575000,268,-1.1848,3.6485,5863.4,0.100000
1580000,268,-2.0052,3.6485,5883.5,0.100000
1585000,268,-2.8769,3.9002,5911.5,0.100000
1590000,268,0.1060,3.9002,5928.5,0.100000
1595000,268,0.9200,3.9002,5943.4,0.100000
